time,# warm-ups since codes cleared (),Absolute pedal position D (%),Absolute pedal position E (%),Absolute throttle position B (%),Average fuel consumption (L/100km),Average fuel consumption (total) (L/100km),Average fuel consumption 10 sec (L/100km),Average speed (km/h),Barometric pressure (kPa),Calculated boost (bar),Calculated engine load value (%),Calculated instant fuel consumption (L/100km),Calculated instant fuel rate (L/h),Commanded evaporative purge (%),Commanded throttle actuator (%),Control module voltage (V),Distance traveled since codes cleared (km),Distance traveled with MIL on (km),Distance travelled (km),Distance travelled (total) (km),Engine coolant temperature (℃),Engine fuel rate (L/h),Engine Fuel Rate (g/sec),Engine RPM (rpm),Engine RPM x1000 (rpm),Fuel economizer (based on fuel system status and throttle position) (),Fuel used (L),Fuel used (total) (L),Fuel used price ($),Fuel used price (total) ($),Fuel/Air commanded equivalence ratio (),Instant engine power (based on fuel consumption) (hp),Intake air temperature (℃),Intake manifold absolute pressure (kPa),Long term fuel % trim - Bank 1 (%),OBD Module Voltage (V),Oxygen sensor 1 Wide Range Current (mA) (mA),Oxygen sensor 1 Wide Range Equivalence ratio (),Oxygen sensor 2 Bank 1 Short term fuel trim (%),Oxygen sensor 2 Bank 1 Voltage (V),Short term fuel % trim - Bank 1 (%),Throttle position (%),Timing advance (°),Vehicle acceleration (g),Vehicle Fuel Rate (g/sec),Vehicle speed (km/h),Unnamed: 47
16:11:54.064,,,,,,,,,,,0.0,,,,,,,,,,70.0,,,0.0,0.0,,,,,,,,,,-2.34375,12.4,,,,,0.0,,,,,0.0,
16:11:55.828,,0.0,0.0,18.431372549019606,,,,,,-0.01325,0.0,,0.0,,2.3529411764705883,,,,,,70.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,100.0,-2.34375,12.4,,,,,0.0,,,,0.0,0.0,
16:11:57.072,,0.0,0.0,18.431372549019606,,,,,100.0,-0.01325,0.0,,0.0,,2.3529411764705883,,,,0.0,0.0,70.0,0.0,0.0,0.0,0.0,,0.0,0.002289,0.0,0.0023118899999999,,0.0,,100.0,-2.34375,12.4,,,,,0.0,,,,0.0,0.0,
16:11:58.612,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,,2.3529411764705883,,,,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,,,0.0,18.431372549019606,0.0,,0.0,0.0,
16:11:59.920,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,,2.3529411764705883,,,,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:01.221,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:02.496,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:03.673,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:04.896,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:06.296,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:07.720,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:09.248,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:10.189,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:11.576,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:12.942,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:14.173,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:15.409,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:16.817,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:17.921,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:19.301,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:20.448,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:21.669,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:22.980,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:24.384,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.431372549019606,0.0,0.0,0.0,0.0,
16:12:25.528,,0.0,0.0,18.431372549019606,,,,0.0,100.0,0.0,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,59.0,100.0,-2.34375,12.4,,,0.0,0.65,0.0,18.03921568627451,0.0,0.0,0.0,0.0,
16:12:26.733,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.68,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,1231.0,1.2,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,32.0,-2.34375,12.4,,,0.0,0.65,0.0,13.72549019607843,7.5,0.0,0.0,0.0,
16:12:28.184,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.68,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,822.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,32.0,-2.34375,12.4,,,0.0,0.65,0.0,13.333333333333334,1.5,0.0,0.0,0.0,
16:12:29.048,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.67,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,755.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,33.0,-2.34375,12.4,,,0.0,0.65,0.0,12.549019607843135,4.5,0.0,0.0,0.0,
16:12:30.379,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.56,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,69.0,0.0,0.0,907.0,0.9,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,44.0,-2.34375,12.4,,,0.0,0.65,0.0,15.68627450980392,-16.5,0.0,0.0,0.0,
16:12:31.843,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.67,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,68.0,0.0,0.0,792.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,33.0,-2.34375,12.4,,,0.0,0.65,0.0,15.68627450980392,17.5,0.0,0.0,0.0,
16:12:32.976,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.55,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0,0.0,68.0,0.0,0.0,762.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,45.0,-2.34375,12.4,,,0.0,0.65,0.0,14.901960784313726,17.5,0.0,0.0,0.0,
16:12:34.448,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.51,0.0,,0.0,3.1372549019607843,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,762.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,49.0,-2.34375,12.4,,,0.0,0.65,7.8125,14.117647058823527,3.5,0.0,0.0,0.0,
16:12:35.747,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.51,0.0,,0.0,31.764705882352946,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,654.0,0.7,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,56.0,49.0,-2.34375,12.4,,,0.0,0.65,6.25,15.294117647058824,4.5,0.0,0.0,0.0,
16:12:37.108,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.55,0.0,,0.0,14.509803921568627,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,1071.0,1.1,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,55.0,45.0,-2.34375,12.4,,,0.0,0.65,6.25,12.941176470588236,-4.5,0.0,0.0,0.0,
16:12:38.392,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.62,0.0,,0.0,14.509803921568627,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,731.0,0.7,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,55.0,38.0,-2.34375,12.4,,,0.0,0.65,9.375,21.96078431372549,11.5,0.0,0.0,0.0,
16:12:39.592,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.53,0.0,,0.0,29.01960784313725,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,1003.0,1.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,47.0,-2.34375,12.4,,,0.0,0.65,2.34375,18.03921568627451,20.0,0.0,0.0,0.0,
16:12:40.956,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.68,0.0,,0.0,20.392156862745097,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,977.0,1.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,32.0,-2.34375,12.4,,,0.0,0.65,9.375,18.03921568627451,10.5,0.0,0.0,0.0,
16:12:42.188,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.53,0.0,,0.0,20.0,2.3529411764705883,,,0.0,0.0,0.0,66.0,0.0,0.0,778.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,47.0,-2.34375,12.4,,,0.0,0.65,3.125,13.333333333333334,-3.0,0.0,0.0,0.0,
16:12:43.492,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.66,0.0,,0.0,14.509803921568627,2.3529411764705883,,,0.0,0.0,0.0,67.0,0.0,0.0,773.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,34.0,-2.34375,12.4,,,0.0,0.65,5.46875,13.333333333333334,-3.0,0.0,0.0,0.0,
16:12:44.825,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.25,0.0,,0.0,7.0588235294117645,2.3529411764705883,,,0.0,0.0,0.0,67.0,0.0,0.0,773.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,75.0,-2.34375,12.4,,,0.0,0.65,-0.78125,21.176470588235293,21.0,0.0,0.0,0.0,
16:12:46.053,,0.0,0.0,18.431372549019606,,,,0.0,100.0,-0.25,0.0,,0.0,20.392156862745097,2.3529411764705883,,,0.0,0.0,0.0,68.0,0.0,0.0,1424.0,1.4,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,75.0,-2.34375,12.4,,,0.0,0.65,7.03125,15.68627450980392,54.0,0.0,0.0,0.0,
16:12:47.560,,0.0,0.0,18.431372549019606,,,,0.0927668156588737,100.0,-0.51,0.0,,0.0,7.0588235294117645,2.3529411764705883,,,0.0,0.00128350225,0.001284,68.0,0.0,0.0,918.0,0.9,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,49.0,-2.34375,12.4,,,0.0,0.65,7.03125,18.431372549019606,25.5,0.0144968324701184,0.0,3.0,
16:12:49.008,,0.0,0.0,18.431372549019606,,,,0.2383946667263058,100.0,-0.58,0.0,,0.0,7.0588235294117645,2.3529411764705883,,,0.0,0.0033991685,0.0034,68.0,0.0,0.0,980.0,1.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,42.0,-2.34375,12.4,,,0.0,0.65,21.09375,15.68627450980392,27.0,0.0235836024795001,0.0,5.0,
16:12:50.173,,0.0,0.0,18.431372549019606,,,,0.2915511229474226,100.0,-0.65,0.0,,0.0,19.607843137254903,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,68.0,0.0,0.0,1008.0,1.0,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,35.0,-2.34375,12.4,,,0.0,0.65,0.0,11.764705882352942,0.0,0.0235836024795001,0.0,2.0,
16:12:51.597,,0.0,0.0,18.431372549019606,,,,0.2830121165336468,100.0,-0.56,0.0,,0.0,18.03921568627451,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,68.0,0.0,0.0,762.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,44.0,-2.34375,12.4,,,0.0,0.65,2.34375,11.764705882352942,13.5,0.0235836024795001,0.0,0.0,
16:12:52.884,,0.0,0.0,18.431372549019606,,,,0.2747975245860615,100.0,-0.63,0.0,,0.0,28.62745098039216,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,68.0,0.0,0.0,1263.0,1.3,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,37.0,-2.34375,12.4,,,0.0,0.65,3.125,17.647058823529413,13.5,-0.0133567638050382,0.0,0.0,
16:12:54.400,,0.0,0.0,18.431372549019606,,,,0.2747975245860615,100.0,-0.68,0.0,,0.0,19.607843137254903,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,68.0,0.0,0.0,1199.0,1.2,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,32.0,-2.34375,12.4,,,0.0,0.65,-0.78125,15.294117647058824,-2.0,-0.0133567638050382,0.0,0.0,
16:12:55.557,,0.0,0.0,18.431372549019606,,,,0.2672510127864287,100.0,-0.68,0.0,,0.0,10.980392156862743,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,69.0,0.0,0.0,1199.0,1.2,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,32.0,-2.34375,12.4,,,0.0,0.65,0.0,12.549019607843135,7.5,-0.0220451304318594,0.0,0.0,
16:12:57.125,,0.0,0.0,18.431372549019606,,,,0.260083988723735,100.0,-0.61,0.0,,0.0,50.19607843137255,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,69.0,0.0,0.0,829.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,39.0,-2.34375,12.4,,,0.0,0.65,-0.78125,12.549019607843135,-25.5,-0.0088287428503313,0.0,0.0,
16:12:58.417,,0.0,0.0,18.431372549019606,,,,0.2531050349382186,100.0,-0.34,0.0,,0.0,8.627450980392156,2.3529411764705883,,,0.0,0.0042875664444444,0.004288,69.0,0.0,0.0,1352.0,1.4,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,66.0,-2.34375,12.4,,,0.0,0.65,-0.78125,14.901960784313726,44.0,0.0,0.0,0.0,
16:12:59.490,,0.0,0.0,18.431372549019606,,,,0.2898598323475114,100.0,-0.52,0.0,,0.0,8.627450980392156,2.3529411764705883,,,0.0,0.0050157656666666,0.005016,69.0,0.0,0.0,827.0,0.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,48.0,-2.34375,12.4,,,0.0,0.65,3.90625,14.509803921568627,-4.5,0.0092492241993272,0.0,2.0,
16:13:00.545,,0.0,0.0,18.431372549019606,,,,0.3243328249925755,100.0,-0.39,0.0,,0.0,21.5686274509804,2.3529411764705883,,,0.0,0.0057277108333333,0.005728,69.0,0.0,0.0,1197.0,1.2,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,61.0,-2.34375,12.4,,,0.0,0.65,-0.78125,14.901960784313726,-16.5,0.0097327280275769,0.0,2.0,
16:13:01.984,,0.0,0.0,18.431372549019606,,,,0.3410708348123417,100.0,-0.72,0.0,,0.0,14.117647058823527,2.3529411764705883,,,0.0,0.0061763649166666,0.006177,69.0,0.0,0.0,856.0,0.9,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,28.0,-2.34375,12.4,,,0.0,0.65,6.25,14.901960784313726,23.5,0.0097327280275769,0.0,1.0,
16:13:03.512,,0.0,0.0,18.431372549019606,,,,0.3328681260530242,100.0,-0.19,0.0,,0.0,18.03921568627451,2.3529411764705883,,,0.0,0.0061763649166666,0.006177,69.0,0.0,0.0,1346.0,1.3,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,81.0,-2.34375,12.4,,,0.0,0.65,0.78125,12.549019607843135,23.5,0.0,0.0,0.0,
16:13:04.861,,0.0,0.0,18.431372549019606,,,,0.3328681260530242,100.0,-0.09,0.0,,0.0,99.2156862745098,2.3529411764705883,,,0.0,0.0061763649166666,0.006177,70.0,0.0,0.0,1346.0,1.3,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,54.0,91.0,-2.34375,12.4,,,0.0,0.65,6.25,24.31372549019608,37.5,0.0,0.0,0.0,
16:13:06.080,,0.0,0.0,18.431372549019606,,,,0.5651477561123632,100.0,-0.09,0.0,,0.0,99.2156862745098,2.3529411764705883,,,0.0,0.0107453268611111,0.010746,70.0,0.0,0.0,1692.0,1.7,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,53.0,91.0,-2.34375,12.4,,,0.0,0.65,5.46875,30.980392156862745,18.0,0.0,0.0,10.0,
16:13:07.373,,0.0,0.0,18.431372549019606,,,,0.8034253747656754,100.0,-0.6,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0155504543055555,0.015551,71.0,0.0,0.0,1945.0,1.9,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,50.0,40.0,-2.34375,12.4,,,0.0,0.65,5.46875,14.509803921568627,-3.0,0.0,0.0,14.0,
16:13:08.733,,0.0,0.0,18.431372549019606,,,,1.0992843211855086,100.0,-0.32,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0217297480555555,0.02173,71.0,0.0,0.0,1283.0,1.3,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,52.0,68.0,-2.34375,12.4,,,0.0,0.65,0.0,27.058823529411764,34.5,0.0,0.0,15.0,
16:13:09.800,,0.0,0.0,18.431372549019606,,,,1.447578537958868,100.0,-0.16,0.0,,0.0,34.509803921568626,2.3529411764705883,,,0.0,0.0292167190555555,0.029217,71.0,0.0,0.0,1530.0,1.5,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,51.0,84.0,-2.34375,12.4,,,0.0,0.65,-2.34375,21.96078431372549,47.0,0.0869943236085112,0.0,18.0,
16:13:11.239,,0.0,0.0,18.431372549019606,,,,1.867716617712193,100.0,-0.28,0.0,,0.0,56.86274509803921,2.3529411764705883,,,0.0,0.0385697379444444,0.03857,71.0,0.0,0.0,1759.0,1.8,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,51.0,72.0,-2.34375,12.4,,,0.0,0.65,-3.125,21.96078431372549,54.0,0.0480131513778775,0.0,20.0,
16:13:12.720,,0.0,0.0,18.431372549019606,,,,2.2311422473365816,100.0,-0.79,0.0,,0.0,16.07843137254902,2.3529411764705883,,,0.0,0.0470173134999999,0.047018,71.0,0.0,0.0,1709.0,1.7,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,51.0,21.0,-2.34375,12.4,,,0.0,0.65,0.0,11.372549019607844,18.0,0.0274802148288009,0.0,20.0,
16:13:14.140,,0.0,0.0,18.431372549019606,,,,2.2311422473365816,100.0,-0.74,0.0,,0.0,0.0,2.3529411764705883,,,0.0,0.0470173134999999,0.047018,72.0,0.0,0.0,1486.0,1.5,-1.0,0.0,0.002289,0.0,0.0023118899999999,,0.0,50.0,26.0,-2.34375,12.4,,,0.0,0.65,0.0,14.509803921568627,18.0,0.0274802148288009,0.0,20.0,
